fir_number,incident_date,incident_time,timestamp,district,police_station,crime_category,sub_category,latitude,longitude,severity_score,status,modus_operandi,suspect_id,suspect_name,gang_affiliation,estimated_loss_inr,is_cybercrime,repeat_offender
FIR-2026-BEL-5606,2026-02-28,02:44:56,2026-02-28T02:44:56.033920,Belagavi,Tilakwadi PS,Commercial Fraud,Ponzi Scheme,15.794062,74.528539,5,Suspect Identified,High return investment scheme,SUS-1002,Syed 'Crypto' Imran,DarkNet Syndicate,50000.0,0,1
FIR-2025-TUM-5607,2025-08-16,18:12:56,2025-08-16T18:12:56.033920,Tumakuru,Town PS Tumakuru,Chain Snatching & Theft,Vehicle Theft,13.39762,77.096955,4,Charge Sheeted,Unlocked house entry at night,UNKNOWN,Unidentified Suspect,None,4000.0,0,0
FIR-2025-TUM-5608,2025-08-07,12:51:56,2025-08-07T12:51:56.033920,Tumakuru,Town PS Tumakuru,Assault & Violent Crime,Grievous Hurt,13.306817,77.04374,6,Solved,Altercation near bar/liquor shop,UNKNOWN,Unidentified Suspect,None,144000.0,0,0
FIR-2026-HUB-5609,2026-04-08,17:09:56,2026-04-08T17:09:56.033920,Hubballi-Dharwad,Vidyanagar PS,Robbery & Extortion,Extortion Call,15.360703,75.197039,9,Under Investigation,Posing as local gang member,SUS-1002,Syed 'Crypto' Imran,DarkNet Syndicate,90000.0,0,1
FIR-2026-MAN-5610,2026-05-07,13:06:56,2026-05-07T13:06:56.033920,Mangaluru,Urwa PS,Robbery & Extortion,Extortion Call,12.958174,74.889174,10,Suspect Identified,Posing as local gang member,SUS-1007,Praveen Gowda,Koramangala Network,900000.0,0,1
FIR-2026-BAL-5611,2026-01-21,05:43:56,2026-01-21T05:43:56.033920,Ballari,Cowled Bazar PS,Narcotics,Inter-State Drug Trafficking,15.203507,76.969562,7,Under Investigation,Darkweb ordering + Dead drop,UNKNOWN,Unidentified Suspect,None,21000.0,0,0
FIR-2026-BAL-5612,2026-01-25,17:54:56,2026-01-25T17:54:56.033920,Ballari,Gandhinagar PS,Narcotics,Inter-State Drug Trafficking,15.099226,76.958805,8,Under Investigation,Courier shipment concealed in electronics,UNKNOWN,Unidentified Suspect,None,80000.0,0,0
FIR-2026-BAL-5613,2026-03-25,05:43:56,2026-03-25T05:43:56.033920,Ballari,Gandhinagar PS,Robbery & Extortion,Extortion Call,15.19939,76.856439,9,Suspect Identified,Posing as local gang member,UNKNOWN,Unidentified Suspect,None,2700000.0,0,0
FIR-2026-KAL-5614,2026-05-14,18:49:56,2026-05-14T18:49:56.033920,Kalaburagi,M B Nagar PS,Assault & Violent Crime,Street Brawl,17.400687,76.839717,7,Charge Sheeted,Pre-meditated attack,SUS-1004,Kiran @ Shadow,MG Road Gang,2100000.0,0,1
FIR-2026-BAL-5615,2026-03-25,14:28:56,2026-03-25T14:28:56.033920,Ballari,Gandhinagar PS,Cybercrime,Financial Fraud,15.137315,76.873537,6,Charge Sheeted,Phishing Site,SUS-1010,Suresh 'Fast' Reddy,MG Road Gang,1800000.0,1,1
FIR-2026-MAN-5616,2026-04-12,16:49:56,2026-04-12T16:49:56.033920,Mangaluru,Urwa PS,Robbery & Extortion,Highway Dacoity,12.873772,74.853716,10,Suspect Identified,Sharp weapon threat at night,UNKNOWN,Unidentified Suspect,None,0.0,0,0
FIR-2025-MAN-5617,2025-09-05,08:23:56,2025-09-05T08:23:56.033920,Mangaluru,Pandeshwar PS,Commercial Fraud,Real Estate Scam,12.964709,74.880347,4,Under Investigation,Fake government sanction letter,UNKNOWN,Unidentified Suspect,None,40000.0,0,0
FIR-2026-BEN-5618,2026-03-10,10:44:56,2026-03-10T10:44:56.033920,Bengaluru City,Whitefield PS,Cybercrime,Financial Fraud,12.822481,77.73146,8,Pending,Posing as Bank Executive,UNKNOWN,Unidentified Suspect,None,0.0,1,0
FIR-2026-BEN-5619,2026-01-03,01:48:56,2026-01-03T01:48:56.033920,Bengaluru City,Jayanagar PS,Narcotics,MDMA / Synthetic Drugs,12.86744,77.587817,8,Under Investigation,Darkweb ordering + Dead drop,SUS-1004,Kiran @ Shadow,MG Road Gang,8000.0,0,1
FIR-2026-MYS-5620,2026-05-21,04:16:56,2026-05-21T04:16:56.033920,Mysuru,Kuuvempunagar PS,Chain Snatching & Theft,Two-Wheeler Chain Snatching,12.27442,76.582305,3,Pending,Master key ignition,UNKNOWN,Unidentified Suspect,None,30000.0,0,0
FIR-2026-MYS-5621,2026-03-19,15:55:56,2026-03-19T15:55:56.033920,Mysuru,Lashkar PS,Robbery & Extortion,Extortion Call,12.255319,76.629268,10,Under Investigation,Sharp weapon threat at night,UNKNOWN,Unidentified Suspect,None,240000.0,0,0
FIR-2025-BEL-5622,2025-12-29,04:04:56,2025-12-29T04:04:56.033920,Belagavi,Tilakwadi PS,Commercial Fraud,Ponzi Scheme,15.927322,74.558686,6,Under Investigation,High return investment scheme,UNKNOWN,Unidentified Suspect,None,6000.0,0,0
FIR-2026-BEL-5623,2026-06-08,11:21:56,2026-06-08T11:21:56.033920,Belagavi,Khade Bazar PS,Narcotics,MDMA / Synthetic Drugs,15.888452,74.456392,6,Pending,Near college campuses,UNKNOWN,Unidentified Suspect,None,0.0,0,0
FIR-2025-TUM-5624,2025-10-20,15:35:56,2025-10-20T15:35:56.033920,Tumakuru,Kyathsandra PS,Cybercrime,Financial Fraud,13.282686,77.093077,7,Pending,Phishing Site,SUS-1001,Ramesh 'Blade' Kumar,MG Road Gang,7000.0,1,1
FIR-2025-MYS-5625,2025-09-06,14:03:56,2025-09-06T14:03:56.033920,Mysuru,Devaraja PS,Chain Snatching & Theft,House Burglary,12.254191,76.560566,6,Under Investigation,Unlocked house entry at night,SUS-1010,Suresh 'Fast' Reddy,MG Road Gang,6000.0,0,1
FIR-2026-BAL-5626,2026-06-30,14:06:56,2026-06-30T14:06:56.033920,Ballari,Cowled Bazar PS,Cybercrime,Identity Theft,15.095553,76.886197,5,Charge Sheeted,Malware Link via WhatsApp,UNKNOWN,Unidentified Suspect,None,15000.0,1,0
FIR-2026-BAL-5627,2026-03-25,08:01:56,2026-03-25T08:01:56.033920,Ballari,Brucepet PS,Narcotics,Inter-State Drug Trafficking,15.181314,76.888564,9,Pending,Near college campuses,UNKNOWN,Unidentified Suspect,None,90000.0,0,0
FIR-2026-HUB-5628,2026-03-22,22:53:56,2026-03-22T22:53:56.033920,Hubballi-Dharwad,Vidyanagar PS,Cybercrime,Sextortion,15.324811,75.049187,5,Solved,Posing as Bank Executive,UNKNOWN,Unidentified Suspect,None,1500000.0,1,0
FIR-2025-MYS-5629,2025-08-31,12:42:56,2025-08-31T12:42:56.033920,Mysuru,Kuuvempunagar PS,Narcotics,MDMA / Synthetic Drugs,12.311376,76.59921,6,Under Investigation,Near college campuses,SUS-1004,Kiran @ Shadow,MG Road Gang,6000.0,0,1
FIR-2025-MAN-5630,2025-07-25,21:49:56,2025-07-25T21:49:56.033920,Mangaluru,Ullal PS,Cybercrime,Crypto Scam,12.955654,74.822937,5,Charge Sheeted,Fake Tech Support,UNKNOWN,Unidentified Suspect,None,450000.0,1,0
FIR-2026-HUB-5631,2026-03-15,01:02:56,2026-03-15T01:02:56.033920,Hubballi-Dharwad,Dharwad Town PS,Chain Snatching & Theft,House Burglary,15.429604,75.153239,5,Charge Sheeted,Pillion rider snatching on Pulsar bike,UNKNOWN,Unidentified Suspect,None,120000.0,0,0
FIR-2026-BAL-5632,2026-01-30,20:42:56,2026-01-30T20:42:56.033920,Ballari,Gandhinagar PS,Chain Snatching & Theft,Vehicle Theft,15.208487,76.861449,4,Pending,Master key ignition,UNKNOWN,Unidentified Suspect,None,4000.0,0,0
FIR-2026-BEL-5633,2026-07-06,21:56:56,2026-07-06T21:56:56.033920,Belagavi,APMC PS,Robbery & Extortion,Armed Robbery,15.788845,74.503189,10,Pending,Sharp weapon threat at night,UNKNOWN,Unidentified Suspect,None,10000.0,0,0
FIR-2025-HUB-5634,2025-09-06,13:51:56,2025-09-06T13:51:56.033920,Hubballi-Dharwad,Suburban PS Hubballi,Narcotics,Ganja Possession,15.349759,75.076697,10,Solved,Courier shipment concealed in electronics,SUS-1004,Kiran @ Shadow,MG Road Gang,30000.0,0,1
FIR-2025-TUM-5635,2025-09-04,03:56:56,2025-09-04T03:56:56.033920,Tumakuru,Town PS Tumakuru,Commercial Fraud,Job Fraud,13.313499,77.144129,7,Under Investigation,Fake government sanction letter,UNKNOWN,Unidentified Suspect,None,21000.0,0,0
FIR-2026-MAN-5636,2026-04-01,21:40:56,2026-04-01T21:40:56.033920,Mangaluru,Kadri PS,Commercial Fraud,Job Fraud,12.936601,74.823999,4,Pending,Fake visa offer,UNKNOWN,Unidentified Suspect,None,360000.0,0,0
FIR-2026-BEL-5637,2026-07-15,08:09:56,2026-07-15T08:09:56.033920,Belagavi,Tilakwadi PS,Narcotics,Inter-State Drug Trafficking,15.834345,74.425787,10,Under Investigation,Darkweb ordering + Dead drop,SUS-1004,Kiran @ Shadow,MG Road Gang,0.0,0,1
FIR-2026-MAN-5638,2026-06-24,17:57:56,2026-06-24T17:57:56.033920,Mangaluru,Urwa PS,Cybercrime,Crypto Scam,12.933512,74.803201,7,Solved,Fake Tech Support,SUS-1001,Ramesh 'Blade' Kumar,MG Road Gang,0.0,1,0
FIR-2026-BEN-5639,2026-01-03,00:26:56,2026-01-03T00:26:56.033920,Bengaluru City,Rajajinagar PS,Narcotics,Ganja Possession,12.966843,77.54567,8,Solved,Courier shipment concealed in electronics,SUS-1008,Deepak Sharma,DarkNet Syndicate,720000.0,0,1
FIR-2026-BEL-5640,2026-02-13,09:03:56,2026-02-13T09:03:56.033920,Belagavi,Camp PS,Commercial Fraud,Job Fraud,15.839793,74.495826,7,Suspect Identified,Fake visa offer,SUS-1001,Ramesh 'Blade' Kumar,MG Road Gang,630000.0,0,1
FIR-2026-KAL-5641,2026-01-24,17:56:56,2026-01-24T17:56:56.033920,Kalaburagi,Station Bazar PS,Commercial Fraud,Ponzi Scheme,17.36413,76.912071,8,Suspect Identified,High return investment scheme,UNKNOWN,Unidentified Suspect,None,80000.0,0,0
FIR-2025-BAL-5642,2025-10-07,22:22:56,2025-10-07T22:22:56.033920,Ballari,Brucepet PS,Assault & Violent Crime,Group Assault,15.157367,76.944632,5,Solved,Group clash over property dispute,SUS-1002,Syed 'Crypto' Imran,DarkNet Syndicate,1500000.0,0,0
FIR-2026-KAL-5643,2026-02-25,11:06:56,2026-02-25T11:06:56.033920,Kalaburagi,Chowk PS,Assault & Violent Crime,Street Brawl,17.40426,76.896512,5,Solved,Group clash over property dispute,UNKNOWN,Unidentified Suspect,None,450000.0,0,0
FIR-2026-HUB-5644,2026-03-08,03:26:56,2026-03-08T03:26:56.033920,Hubballi-Dharwad,Bendigeri PS,Cybercrime,Phishing / OTP Fraud,15.454279,75.192725,8,Charge Sheeted,Posing as Bank Executive,SUS-1006,Anil 'Snake' Shetty,Coastal Smugglers,0.0,1,1
FIR-2025-BEL-5645,2025-09-05,16:46:56,2025-09-05T16:46:56.033920,Belagavi,Khade Bazar PS,Assault & Violent Crime,Grievous Hurt,15.91657,74.463799,5,Under Investigation,Altercation near bar/liquor shop,SUS-1002,Syed 'Crypto' Imran,DarkNet Syndicate,450000.0,0,0
FIR-2025-BEN-5646,2025-10-30,05:37:56,2025-10-30T05:37:56.033920,Bengaluru City,Cubbon Park PS,Narcotics,Inter-State Drug Trafficking,12.978867,77.575658,8,Suspect Identified,Near college campuses,SUS-1009,Farooq Ahmed,Coastal Smugglers,0.0,0,1
FIR-2026-MYS-5647,2026-03-15,07:24:56,2026-03-15T07:24:56.033920,Mysuru,Lashkar PS,Narcotics,Ganja Possession,12.340523,76.602635,7,Suspect Identified,Near college campuses,UNKNOWN,Unidentified Suspect,None,168000.0,0,0
FIR-2026-BEL-5648,2026-03-23,06:32:56,2026-03-23T06:32:56.033920,Belagavi,Tilakwadi PS,Chain Snatching & Theft,Vehicle Theft,15.787145,74.508613,6,Charge Sheeted,Pillion rider snatching on Pulsar bike,SUS-1008,Deepak Sharma,DarkNet Syndicate,0.0,0,0
FIR-2025-BAL-5649,2025-12-03,21:24:56,2025-12-03T21:24:56.033920,Ballari,Brucepet PS,Commercial Fraud,Ponzi Scheme,15.103715,76.889911,5,Pending,Fake visa offer,UNKNOWN,Unidentified Suspect,None,1500000.0,0,0
FIR-2025-BEN-5650,2025-08-08,02:37:56,2025-08-08T02:37:56.033920,Bengaluru City,Electronic City PS,Chain Snatching & Theft,House Burglary,13.046244,77.585911,5,Under Investigation,Master key ignition,UNKNOWN,Unidentified Suspect,None,450000.0,0,0
FIR-2025-MYS-5651,2025-08-24,14:38:56,2025-08-24T14:38:56.033920,Mysuru,Kuuvempunagar PS,Narcotics,Ganja Possession,12.245825,76.654373,8,Suspect Identified,Courier shipment concealed in electronics,UNKNOWN,Unidentified Suspect,None,80000.0,0,0
FIR-2026-BAL-5652,2026-01-16,11:18:56,2026-01-16T11:18:56.033920,Ballari,Cowled Bazar PS,Cybercrime,Identity Theft,15.101149,76.905406,4,Suspect Identified,Fake Tech Support,SUS-1009,Farooq Ahmed,Coastal Smugglers,4000.0,1,1
FIR-2026-BEL-5653,2026-04-03,08:34:56,2026-04-03T08:34:56.033920,Belagavi,APMC PS,Assault & Violent Crime,Grievous Hurt,15.811686,74.531178,5,Charge Sheeted,Pre-meditated attack,UNKNOWN,Unidentified Suspect,None,50000.0,0,0
FIR-2025-HUB-5654,2025-09-19,01:29:56,2025-09-19T01:29:56.033920,Hubballi-Dharwad,Vidyanagar PS,Cybercrime,Financial Fraud,15.441882,75.068369,8,Suspect Identified,Phishing Site,UNKNOWN,Unidentified Suspect,None,720000.0,1,0
FIR-2025-MYS-5655,2025-11-27,09:46:56,2025-11-27T09:46:56.033920,Mysuru,Kuuvempunagar PS,Assault & Violent Crime,Street Brawl,12.34669,76.691035,6,Under Investigation,Group clash over property dispute,UNKNOWN,Unidentified Suspect,None,6000.0,0,0
FIR-2026-BEN-5656,2026-06-21,15:22:56,2026-06-21T15:22:56.033920,Bengaluru City,Koramangala PS,Chain Snatching & Theft,House Burglary,13.009455,77.729744,7,Solved,Unlocked house entry at night,UNKNOWN,Unidentified Suspect,None,7000.0,0,0
FIR-2026-MAN-5657,2026-02-17,06:04:56,2026-02-17T06:04:56.033920,Mangaluru,Urwa PS,Narcotics,MDMA / Synthetic Drugs,12.926831,74.895744,8,Pending,Near college campuses,SUS-1003,Manjunath V,Koramangala Network,24000.0,0,1
FIR-2025-KAL-5658,2025-12-30,21:36:56,2025-12-30T21:36:56.033920,Kalaburagi,M B Nagar PS,Robbery & Extortion,Extortion Call,17.346175,76.889664,10,Under Investigation,Blocking highway with lorry,SUS-1004,Kiran @ Shadow,MG Road Gang,100000.0,0,1
FIR-2025-BEN-5659,2025-09-14,20:56:56,2025-09-14T20:56:56.033920,Bengaluru City,Indiranagar PS,Cybercrime,Sextortion,13.063542,77.711858,5,Suspect Identified,Fake Tech Support,UNKNOWN,Unidentified Suspect,None,15000.0,1,0
FIR-2026-MYS-5660,2026-01-04,14:21:56,2026-01-04T14:21:56.033920,Mysuru,Lashkar PS,Cybercrime,Financial Fraud,12.315713,76.613275,8,Pending,Phishing Site,SUS-1005,Vikram Singh,North India Cyber Syndicate,80000.0,1,0
FIR-2025-KAL-5661,2025-10-16,01:55:56,2025-10-16T01:55:56.033920,Kalaburagi,Chowk PS,Assault & Violent Crime,Group Assault,17.352822,76.75522,6,Pending,Pre-meditated attack,UNKNOWN,Unidentified Suspect,None,60000.0,0,0
FIR-2026-TUM-5662,2026-06-18,03:39:56,2026-06-18T03:39:56.033920,Tumakuru,Town PS Tumakuru,Assault & Violent Crime,Grievous Hurt,13.325705,77.101922,7,Solved,Group clash over property dispute,SUS-1009,Farooq Ahmed,Coastal Smugglers,7000.0,0,1
FIR-2025-BEN-5663,2025-08-23,02:26:56,2025-08-23T02:26:56.033920,Bengaluru City,Jayanagar PS,Assault & Violent Crime,Street Brawl,12.824851,77.684337,7,Suspect Identified,Pre-meditated attack,UNKNOWN,Unidentified Suspect,None,630000.0,0,0
FIR-2025-MAN-5664,2025-12-16,01:34:56,2025-12-16T01:34:56.033920,Mangaluru,Ullal PS,Chain Snatching & Theft,House Burglary,12.887519,74.873026,7,Under Investigation,Pillion rider snatching on Pulsar bike,UNKNOWN,Unidentified Suspect,None,70000.0,0,0
FIR-2025-BEL-5665,2025-12-05,13:36:56,2025-12-05T13:36:56.033920,Belagavi,APMC PS,Narcotics,MDMA / Synthetic Drugs,15.890803,74.5728,8,Charge Sheeted,Darkweb ordering + Dead drop,UNKNOWN,Unidentified Suspect,None,192000.0,0,0
FIR-2025-BAL-5666,2025-12-11,20:06:56,2025-12-11T20:06:56.033920,Ballari,Gandhinagar PS,Robbery & Extortion,Highway Dacoity,15.125942,76.939363,7,Pending,Blocking highway with lorry,UNKNOWN,Unidentified Suspect,None,7000.0,0,0
FIR-2026-MAN-5667,2026-06-16,15:16:56,2026-06-16T15:16:56.033920,Mangaluru,Kadri PS,Robbery & Extortion,Highway Dacoity,12.925124,74.887908,10,Solved,Blocking highway with lorry,SUS-1002,Syed 'Crypto' Imran,DarkNet Syndicate,3000000.0,0,0
FIR-2026-BEN-5668,2026-01-21,07:42:56,2026-01-21T07:42:56.033920,Bengaluru City,Whitefield PS,Chain Snatching & Theft,Vehicle Theft,13.077261,77.511616,6,Pending,Unlocked house entry at night,SUS-1006,Anil 'Snake' Shetty,Coastal Smugglers,1800000.0,0,1
FIR-2026-TUM-5669,2026-05-01,21:12:56,2026-05-01T21:12:56.033920,Tumakuru,Town PS Tumakuru,Assault & Violent Crime,Street Brawl,13.376712,77.072992,7,Under Investigation,Group clash over property dispute,SUS-1003,Manjunath V,Koramangala Network,0.0,0,0
FIR-2026-TUM-5670,2026-07-06,19:39:56,2026-07-06T19:39:56.033920,Tumakuru,Kyathsandra PS,Robbery & Extortion,Armed Robbery,13.289444,77.14274,9,Solved,Blocking highway with lorry,UNKNOWN,Unidentified Suspect,None,27000.0,0,0
FIR-2026-BAL-5671,2026-02-08,11:46:56,2026-02-08T11:46:56.033920,Ballari,Brucepet PS,Assault & Violent Crime,Street Brawl,15.103503,76.870388,9,Pending,Pre-meditated attack,UNKNOWN,Unidentified Suspect,None,216000.0,0,0
FIR-2026-MAN-5672,2026-03-15,23:58:56,2026-03-15T23:58:56.033920,Mangaluru,Pandeshwar PS,Assault & Violent Crime,Group Assault,12.85504,74.790569,8,Under Investigation,Altercation near bar/liquor shop,UNKNOWN,Unidentified Suspect,None,24000.0,0,0
FIR-2026-MYS-5673,2026-02-23,11:27:56,2026-02-23T11:27:56.033920,Mysuru,Devaraja PS,Commercial Fraud,Ponzi Scheme,12.30716,76.620607,6,Charge Sheeted,Fake government sanction letter,SUS-1003,Manjunath V,Koramangala Network,18000.0,0,0
FIR-2026-BEN-5674,2026-06-12,21:37:56,2026-06-12T21:37:56.033920,Bengaluru City,Electronic City PS,Assault & Violent Crime,Street Brawl,13.03155,77.744302,6,Charge Sheeted,Group clash over property dispute,SUS-1007,Praveen Gowda,Koramangala Network,0.0,0,1
FIR-2026-BEL-5675,2026-04-01,12:12:56,2026-04-01T12:12:56.033920,Belagavi,Khade Bazar PS,Cybercrime,Identity Theft,15.77964,74.47362,8,Suspect Identified,Fake Tech Support,UNKNOWN,Unidentified Suspect,None,0.0,1,0
FIR-2026-BEN-5676,2026-01-01,03:13:56,2026-01-01T03:13:56.033920,Bengaluru City,Indiranagar PS,Cybercrime,Phishing / OTP Fraud,13.035773,77.46928,6,Pending,Posing as Bank Executive,UNKNOWN,Unidentified Suspect,None,60000.0,1,0
FIR-2025-BEL-5677,2025-09-11,12:00:56,2025-09-11T12:00:56.033920,Belagavi,Tilakwadi PS,Robbery & Extortion,Extortion Call,15.881169,74.43926,9,Solved,Posing as local gang member,UNKNOWN,Unidentified Suspect,None,9000.0,0,0
FIR-2026-KAL-5678,2026-05-04,01:29:56,2026-05-04T01:29:56.033920,Kalaburagi,Chowk PS,Commercial Fraud,Real Estate Scam,17.401574,76.758827,5,Suspect Identified,High return investment scheme,SUS-1004,Kiran @ Shadow,MG Road Gang,1500000.0,0,1
FIR-2026-BAL-5679,2026-04-17,17:45:56,2026-04-17T17:45:56.033920,Ballari,Gandhinagar PS,Assault & Violent Crime,Grievous Hurt,15.139962,76.865749,9,Under Investigation,Group clash over property dispute,SUS-1003,Manjunath V,Koramangala Network,216000.0,0,1
FIR-2026-KAL-5680,2026-05-31,01:01:56,2026-05-31T01:01:56.033920,Kalaburagi,M B Nagar PS,Assault & Violent Crime,Group Assault,17.250411,76.881308,6,Charge Sheeted,Altercation near bar/liquor shop,UNKNOWN,Unidentified Suspect,None,18000.0,0,0
FIR-2026-TUM-5681,2026-01-29,19:30:56,2026-01-29T19:30:56.033920,Tumakuru,New Extension PS,Chain Snatching & Theft,Mobile Theft,13.339558,77.156494,4,Charge Sheeted,Pillion rider snatching on Pulsar bike,UNKNOWN,Unidentified Suspect,None,1200000.0,0,0
FIR-2025-HUB-5682,2025-07-30,04:16:56,2025-07-30T04:16:56.033920,Hubballi-Dharwad,Vidyanagar PS,Commercial Fraud,Ponzi Scheme,15.342434,75.179403,8,Suspect Identified,Fake visa offer,SUS-1003,Manjunath V,Koramangala Network,192000.0,0,0
FIR-2026-BAL-5683,2026-03-17,08:57:56,2026-03-17T08:57:56.033920,Ballari,Cowled Bazar PS,Chain Snatching & Theft,Two-Wheeler Chain Snatching,15.089548,76.862183,4,Under Investigation,Pillion rider snatching on Pulsar bike,UNKNOWN,Unidentified Suspect,None,40000.0,0,0
FIR-2025-BEN-5684,2025-11-14,22:35:56,2025-11-14T22:35:56.033920,Bengaluru City,Whitefield PS,Cybercrime,Crypto Scam,13.099715,77.597339,8,Under Investigation,Posing as Bank Executive,SUS-1003,Manjunath V,Koramangala Network,0.0,1,1
FIR-2025-BEN-5685,2025-12-05,16:15:56,2025-12-05T16:15:56.033920,Bengaluru City,Koramangala PS,Cybercrime,Financial Fraud,13.008796,77.45965,6,Suspect Identified,Posing as Bank Executive,UNKNOWN,Unidentified Suspect,None,144000.0,1,0
FIR-2025-KAL-5686,2025-09-22,12:40:56,2025-09-22T12:40:56.033920,Kalaburagi,Chowk PS,Narcotics,Inter-State Drug Trafficking,17.311026,76.846502,7,Suspect Identified,Darkweb ordering + Dead drop,UNKNOWN,Unidentified Suspect,None,7000.0,0,0
FIR-2026-KAL-5687,2026-07-13,19:49:56,2026-07-13T19:49:56.033920,Kalaburagi,Station Bazar PS,Assault & Violent Crime,Group Assault,17.334189,76.895616,6,Under Investigation,Altercation near bar/liquor shop,UNKNOWN,Unidentified Suspect,None,18000.0,0,0
FIR-2026-HUB-5688,2026-03-30,03:20:56,2026-03-30T03:20:56.033920,Hubballi-Dharwad,Vidyanagar PS,Chain Snatching & Theft,Two-Wheeler Chain Snatching,15.281581,75.19496,3,Charge Sheeted,Unlocked house entry at night,UNKNOWN,Unidentified Suspect,None,270000.0,0,0
FIR-2025-BAL-5689,2025-07-27,11:37:56,2025-07-27T11:37:56.033920,Ballari,Cowled Bazar PS,Robbery & Extortion,Highway Dacoity,15.167775,76.922705,9,Suspect Identified,Posing as local gang member,SUS-1010,Suresh 'Fast' Reddy,MG Road Gang,90000.0,0,1
FIR-2026-BAL-5690,2026-03-30,19:42:56,2026-03-30T19:42:56.033920,Ballari,Cowled Bazar PS,Cybercrime,Financial Fraud,15.164262,76.853613,4,Pending,Fake Tech Support,UNKNOWN,Unidentified Suspect,None,12000.0,1,0
FIR-2026-KAL-5691,2026-03-30,04:37:56,2026-03-30T04:37:56.033920,Kalaburagi,Station Bazar PS,Cybercrime,Identity Theft,17.299116,76.896826,6,Charge Sheeted,Posing as Bank Executive,UNKNOWN,Unidentified Suspect,None,540000.0,1,0
FIR-2026-TUM-5692,2026-02-12,14:36:56,2026-02-12T14:36:56.033920,Tumakuru,Town PS Tumakuru,Narcotics,Inter-State Drug Trafficking,13.391168,77.097692,7,Pending,Courier shipment concealed in electronics,UNKNOWN,Unidentified Suspect,None,0.0,0,0
FIR-2025-MAN-5693,2025-12-06,14:47:56,2025-12-06T14:47:56.033920,Mangaluru,Pandeshwar PS,Chain Snatching & Theft,Mobile Theft,12.872873,74.913274,3,Charge Sheeted,Master key ignition,SUS-1010,Suresh 'Fast' Reddy,MG Road Gang,0.0,0,1
FIR-2025-HUB-5694,2025-11-24,04:38:56,2025-11-24T04:38:56.033920,Hubballi-Dharwad,Suburban PS Hubballi,Chain Snatching & Theft,House Burglary,15.371992,75.058565,6,Under Investigation,Master key ignition,UNKNOWN,Unidentified Suspect,None,18000.0,0,0
FIR-2025-MYS-5695,2025-08-17,09:55:56,2025-08-17T09:55:56.033920,Mysuru,Nazarbad PS,Assault & Violent Crime,Group Assault,12.351742,76.579812,6,Charge Sheeted,Altercation near bar/liquor shop,UNKNOWN,Unidentified Suspect,None,540000.0,0,0
FIR-2026-BEL-5696,2026-01-24,15:40:56,2026-01-24T15:40:56.033920,Belagavi,APMC PS,Narcotics,MDMA / Synthetic Drugs,15.832822,74.500379,7,Solved,Near college campuses,UNKNOWN,Unidentified Suspect,None,2100000.0,0,0
FIR-2025-MYS-5697,2025-08-21,23:11:56,2025-08-21T23:11:56.033920,Mysuru,Vidyaranyapuram PS,Chain Snatching & Theft,Mobile Theft,12.230242,76.669192,4,Charge Sheeted,Master key ignition,SUS-1002,Syed 'Crypto' Imran,DarkNet Syndicate,1200000.0,0,0
FIR-2025-BEL-5698,2025-12-27,23:06:56,2025-12-27T23:06:56.033920,Belagavi,Khade Bazar PS,Commercial Fraud,Job Fraud,15.897985,74.557057,8,Charge Sheeted,High return investment scheme,UNKNOWN,Unidentified Suspect,None,720000.0,0,0
FIR-2025-TUM-5699,2025-11-28,09:57:56,2025-11-28T09:57:56.033920,Tumakuru,Kyathsandra PS,Chain Snatching & Theft,House Burglary,13.398584,77.071145,7,Under Investigation,Unlocked house entry at night,SUS-1008,Deepak Sharma,DarkNet Syndicate,0.0,0,1
FIR-2025-KAL-5700,2025-10-17,18:19:56,2025-10-17T18:19:56.033920,Kalaburagi,Station Bazar PS,Assault & Violent Crime,Grievous Hurt,17.343841,76.761363,7,Suspect Identified,Group clash over property dispute,SUS-1003,Manjunath V,Koramangala Network,2100000.0,0,1
FIR-2025-BAL-5701,2025-11-02,21:31:56,2025-11-02T21:31:56.033920,Ballari,Gandhinagar PS,Assault & Violent Crime,Grievous Hurt,15.111418,76.880729,9,Solved,Pre-meditated attack,UNKNOWN,Unidentified Suspect,None,9000.0,0,0
FIR-2026-BEN-5702,2026-07-12,22:42:56,2026-07-12T22:42:56.033920,Bengaluru City,Koramangala PS,Robbery & Extortion,Highway Dacoity,12.877019,77.497632,9,Solved,Sharp weapon threat at night,SUS-1009,Farooq Ahmed,Coastal Smugglers,810000.0,0,1
FIR-2026-MYS-5703,2026-01-04,07:36:56,2026-01-04T07:36:56.033920,Mysuru,Devaraja PS,Commercial Fraud,Job Fraud,12.371369,76.577015,8,Pending,Fake government sanction letter,SUS-1005,Vikram Singh,North India Cyber Syndicate,24000.0,0,1
FIR-2026-BEN-5704,2026-01-10,17:41:56,2026-01-10T17:41:56.033920,Bengaluru City,Rajajinagar PS,Cybercrime,Identity Theft,12.858606,77.527951,5,Charge Sheeted,Malware Link via WhatsApp,SUS-1004,Kiran @ Shadow,MG Road Gang,450000.0,1,1
FIR-2026-BEL-5705,2026-03-31,23:43:56,2026-03-31T23:43:56.033920,Belagavi,APMC PS,Narcotics,Inter-State Drug Trafficking,15.853273,74.426361,7,Charge Sheeted,Near college campuses,UNKNOWN,Unidentified Suspect,None,168000.0,0,0
